country_iso3code,year,indicator_code,indicator_value
FRO,2021,NY.GDP.MKTP.CD,3664686796.62669
FRO,2020,NY.GDP.MKTP.CD,3271813311.5831
FRO,2023,SP.POP.TOTL,54482.0
FRO,2022,SP.POP.TOTL,53952.0
FRO,2021,SP.POP.TOTL,53315.0
FRO,2020,SP.POP.TOTL,52571.0
FSM,2023,NY.GDP.MKTP.CD,460000000.0
FSM,2022,NY.GDP.MKTP.CD,430000000.0
FSM,2021,NY.GDP.MKTP.CD,390000000.0
FSM,2020,NY.GDP.MKTP.CD,372000000.0
FSM,2023,SP.POP.TOTL,112630.0
FSM,2022,SP.POP.TOTL,112114.0
FSM,2021,SP.POP.TOTL,111624.0
FSM,2020,SP.POP.TOTL,110916.0
GAB,2023,NY.GDP.MKTP.CD,19388402541.6698
GAB,2022,NY.GDP.MKTP.CD,20440655695.1804
GAB,2021,NY.GDP.MKTP.CD,19444935097.2395
GAB,2020,NY.GDP.MKTP.CD,15342236163.9864
GAB,2023,SP.POP.TOTL,2484789.0
GAB,2022,SP.POP.TOTL,2430747.0
GAB,2021,SP.POP.TOTL,2376722.0
GAB,2020,SP.POP.TOTL,2322539.0
GBR,2023,NY.GDP.MKTP.CD,3380854520809.54
GBR,2022,NY.GDP.MKTP.CD,3114042471144.39
GBR,2021,NY.GDP.MKTP.CD,3143323050707.26
GBR,2020,NY.GDP.MKTP.CD,2696778386607.65
GBR,2023,SP.POP.TOTL,68350000.0
GBR,2022,SP.POP.TOTL,67791000.0
GBR,2021,SP.POP.TOTL,67026292.0
GBR,2020,SP.POP.TOTL,67081234.0
GEO,2023,NY.GDP.MKTP.CD,30777833585.4441
GEO,2022,NY.GDP.MKTP.CD,24984568959.605
GEO,2021,NY.GDP.MKTP.CD,18853115588.8106
GEO,2020,NY.GDP.MKTP.CD,16010869215.68
GEO,2023,SP.POP.TOTL,3715483.0
GEO,2022,SP.POP.TOTL,3712502.0
GEO,2021,SP.POP.TOTL,3708610.0
GEO,2020,SP.POP.TOTL,3722716.0
GHA,2023,NY.GDP.MKTP.CD,76370396722.154
GHA,2022,NY.GDP.MKTP.CD,74263364041.8742
GHA,2021,NY.GDP.MKTP.CD,79524421861.2743
GHA,2020,NY.GDP.MKTP.CD,70043099675.68
GHA,2023,SP.POP.TOTL,33787914.0
GHA,2022,SP.POP.TOTL,33149152.0
GHA,2021,SP.POP.TOTL,32518665.0
GHA,2020,SP.POP.TOTL,31887809.0
GIB,2023,SP.POP.TOTL,38471.0
GIB,2022,SP.POP.TOTL,37609.0
GIB,2021,SP.POP.TOTL,36858.0
GIB,2020,SP.POP.TOTL,36173.0
GIN,2023,NY.GDP.MKTP.CD,22199409741.2578
GIN,2022,NY.GDP.MKTP.CD,19910452541.9219
GIN,2021,NY.GDP.MKTP.CD,17069115737.8259
GIN,2020,NY.GDP.MKTP.CD,14088693742.9464
GIN,2023,SP.POP.TOTL,14405468.0
GIN,2022,SP.POP.TOTL,14055137.0
GIN,2021,SP.POP.TOTL,13710513.0
GIN,2020,SP.POP.TOTL,13371183.0
GMB,2023,NY.GDP.MKTP.CD,2396111021.64149
GMB,2022,NY.GDP.MKTP.CD,2204734527.88096
GMB,2021,NY.GDP.MKTP.CD,2014158842.14596
GMB,2020,NY.GDP.MKTP.CD,1812170891.19069
GMB,2023,SP.POP.TOTL,2697845.0
GMB,2022,SP.POP.TOTL,2636470.0
GMB,2021,SP.POP.TOTL,2576010.0
GMB,2020,SP.POP.TOTL,2515733.0
GNB,2023,NY.GDP.MKTP.CD,2048348108.35852
GNB,2022,NY.GDP.MKTP.CD,1796608530.82267
GNB,2021,NY.GDP.MKTP.CD,1853796455.89489
GNB,2020,NY.GDP.MKTP.CD,1646400349.84867
GNB,2023,SP.POP.TOTL,2153339.0
GNB,2022,SP.POP.TOTL,2105529.0
GNB,2021,SP.POP.TOTL,2058841.0
GNB,2020,SP.POP.TOTL,2013255.0
GNQ,2023,NY.GDP.MKTP.CD,12337550583.754
GNQ,2022,NY.GDP.MKTP.CD,13687643435.6249
GNQ,2021,NY.GDP.MKTP.CD,12215878032.7166
GNQ,2020,NY.GDP.MKTP.CD,9893816007.7398
GNQ,2023,SP.POP.TOTL,1847549.0
GNQ,2022,SP.POP.TOTL,1803545.0
GNQ,2021,SP.POP.TOTL,1758786.0
GNQ,2020,SP.POP.TOTL,1716468.0
GRC,2023,NY.GDP.MKTP.CD,243498333237.802
GRC,2022,NY.GDP.MKTP.CD,218880566444.349
GRC,2021,NY.GDP.MKTP.CD,218303801895.326
GRC,2020,NY.GDP.MKTP.CD,191362985554.861
GRC,2023,SP.POP.TOTL,10405588.0
GRC,2022,SP.POP.TOTL,10436882.0
GRC,2021,SP.POP.TOTL,10569207.0
GRC,2020,SP.POP.TOTL,10698599.0
GRD,2023,NY.GDP.MKTP.CD,1316733333.33333
GRD,2022,NY.GDP.MKTP.CD,1224577777.77778
GRD,2021,NY.GDP.MKTP.CD,1122800000.0
GRD,2020,NY.GDP.MKTP.CD,1043411111.11111
GRD,2023,SP.POP.TOTL,117081.0
GRD,2022,SP.POP.TOTL,116913.0
GRD,2021,SP.POP.TOTL,116688.0
GRD,2020,SP.POP.TOTL,116341.0
GRL,2021,NY.GDP.MKTP.CD,3235809504.29871
GRL,2020,NY.GDP.MKTP.CD,3082884653.2456
GRL,2023,SP.POP.TOTL,56865.0
GRL,2022,SP.POP.TOTL,56661.0
GRL,2021,SP.POP.TOTL,56653.0
GRL,2020,SP.POP.TOTL,56367.0
GTM,2023,NY.GDP.MKTP.CD,104450210572.012
GTM,2022,NY.GDP.MKTP.CD,95630524813.106
GTM,2021,NY.GDP.MKTP.CD,86478835636.3813
GTM,2020,NY.GDP.MKTP.CD,77719464220.73
GTM,2023,SP.POP.TOTL,18124838.0
GTM,2022,SP.POP.TOTL,17847877.0
GTM,2021,SP.POP.TOTL,17598650.0
GTM,2020,SP.POP.TOTL,17357325.0
GUM,2022,NY.GDP.MKTP.CD,6910000000.0
GUM,2021,NY.GDP.MKTP.CD,6234000000.0
GUM,2020,NY.GDP.MKTP.CD,5916000000.0
GUM,2023,SP.POP.TOTL,166506.0
GUM,2022,SP.POP.TOTL,165180.0
GUM,2021,SP.POP.TOTL,163730.0
GUM,2020,SP.POP.TOTL,162158.0
GUY,2023,NY.GDP.MKTP.CD,17159509565.4676
GUY,2022,NY.GDP.MKTP.CD,14718387016.7866
GUY,2021,NY.GDP.MKTP.CD,8041363893.04556
GUY,2020,NY.GDP.MKTP.CD,5471256594.72422
GUY,2023,SP.POP.TOTL,826353.0
GUY,2022,SP.POP.TOTL,821637.0
GUY,2021,SP.POP.TOTL,815482.0
GUY,2020,SP.POP.TOTL,807481.0
HKG,2023,NY.GDP.MKTP.CD,380812234827.832
HKG,2022,NY.GDP.MKTP.CD,358681066274.469
HKG,2021,NY.GDP.MKTP.CD,368954169748.818
HKG,2020,NY.GDP.MKTP.CD,344943149590.058
HKG,2023,SP.POP.TOTL,7536100.0
HKG,2022,SP.POP.TOTL,7346100.0
HKG,2021,SP.POP.TOTL,7413100.0
HKG,2020,SP.POP.TOTL,7481000.0
HND,2023,NY.GDP.MKTP.CD,34400509852.0436
HND,2022,NY.GDP.MKTP.CD,31426041806.7985
HND,2021,NY.GDP.MKTP.CD,28144331506.6149
HND,2020,NY.GDP.MKTP.CD,23352232483.755
HND,2023,SP.POP.TOTL,10644851.0
HND,2022,SP.POP.TOTL,10463872.0
HND,2021,SP.POP.TOTL,10289877.0
HND,2020,SP.POP.TOTL,10119640.0
HRV,2023,NY.GDP.MKTP.CD,84393795502.4421
HRV,2022,NY.GDP.MKTP.CD,71198635101.9514
HRV,2021,NY.GDP.MKTP.CD,69006802298.6956
HRV,2020,NY.GDP.MKTP.CD,57963370885.0798
HRV,2023,SP.POP.TOTL,3859686.0
HRV,2022,SP.POP.TOTL,3855641.0
HRV,2021,SP.POP.TOTL,3878981.0
HRV,2020,SP.POP.TOTL,3914206.0
HTI,2023,NY.GDP.MKTP.CD,19850829757.5418
HTI,2022,NY.GDP.MKTP.CD,20253551920.5516
HTI,2021,NY.GDP.MKTP.CD,20877414952.6375
HTI,2020,NY.GDP.MKTP.CD,14508222518.3018
HTI,2023,SP.POP.TOTL,11637398.0
HTI,2022,SP.POP.TOTL,11503606.0
HTI,2021,SP.POP.TOTL,11374586.0
HTI,2020,SP.POP.TOTL,11243848.0
HUN,2023,NY.GDP.MKTP.CD,212388906458.724
HUN,2022,NY.GDP.MKTP.CD,177006128624.627
HUN,2021,NY.GDP.MKTP.CD,182109999477.691
HUN,2020,NY.GDP.MKTP.CD,157288955508.176
HUN,2023,SP.POP.TOTL,9592186.0
HUN,2022,SP.POP.TOTL,9644377.0
HUN,2021,SP.POP.TOTL,9709891.0
HUN,2020,SP.POP.TOTL,9750149.0
IDN,2023,NY.GDP.MKTP.CD,1371171152331.16
IDN,2022,NY.GDP.MKTP.CD,1319076267291.51
IDN,2021,NY.GDP.MKTP.CD,1186509691070.97
IDN,2020,NY.GDP.MKTP.CD,1059054842711.55
IDN,2023,SP.POP.TOTL,281190067.0
IDN,2022,SP.POP.TOTL,278830529.0
IDN,2021,SP.POP.TOTL,276758053.0
IDN,2020,SP.POP.TOTL,274814866.0
IMN,2021,NY.GDP.MKTP.CD,7931193222.06405
IMN,2020,NY.GDP.MKTP.CD,6684225641.02564
IMN,2023,SP.POP.TOTL,84165.0
IMN,2022,SP.POP.TOTL,84132.0
IMN,2021,SP.POP.TOTL,84106.0
IMN,2020,SP.POP.TOTL,84064.0
IND,2023,NY.GDP.MKTP.CD,3567551674623.01
IND,2022,NY.GDP.MKTP.CD,3353470496886.33
IND,2021,NY.GDP.MKTP.CD,3167270623260.47
IND,2020,NY.GDP.MKTP.CD,2674851578587.27
IND,2023,SP.POP.TOTL,1438069596.0
IND,2022,SP.POP.TOTL,1425423212.0
IND,2021,SP.POP.TOTL,1414203896.0
IND,2020,SP.POP.TOTL,1402617695.0
IRL,2023,NY.GDP.MKTP.CD,551394889339.778
IRL,2022,NY.GDP.MKTP.CD,548570250341.987
IRL,2021,NY.GDP.MKTP.CD,531306516907.984
IRL,2020,NY.GDP.MKTP.CD,436555518400.451
IRL,2023,SP.POP.TOTL,5307600.0
IRL,2022,SP.POP.TOTL,5165700.0
IRL,2021,SP.POP.TOTL,5033164.0
IRL,2020,SP.POP.TOTL,4985382.0
IRN,2023,NY.GDP.MKTP.CD,404625655204.619
IRN,2022,NY.GDP.MKTP.CD,394362621793.035
IRN,2021,NY.GDP.MKTP.CD,383436202446.695
IRN,2020,NY.GDP.MKTP.CD,262186179355.944
IRN,2023,SP.POP.TOTL,90608707.0
IRN,2022,SP.POP.TOTL,89524246.0
IRN,2021,SP.POP.TOTL,88455488.0
IRN,2020,SP.POP.TOTL,87723443.0
IRQ,2023,NY.GDP.MKTP.CD,250842782139.464
IRQ,2022,NY.GDP.MKTP.CD,286640340965.517
IRQ,2021,NY.GDP.MKTP.CD,209691945713.103
IRQ,2020,NY.GDP.MKTP.CD,180898797516.874
IRQ,2023,SP.POP.TOTL,45074049.0
IRQ,2022,SP.POP.TOTL,44070551.0
IRQ,2021,SP.POP.TOTL,43071211.0
IRQ,2020,SP.POP.TOTL,42116605.0
ISL,2023,NY.GDP.MKTP.CD,31325116556.3807
ISL,2022,NY.GDP.MKTP.CD,28770206626.5564
ISL,2021,NY.GDP.MKTP.CD,25825287184.3818
ISL,2020,NY.GDP.MKTP.CD,21629953194.0659
ISL,2023,SP.POP.TOTL,393349.0
ISL,2022,SP.POP.TOTL,382003.0
ISL,2021,SP.POP.TOTL,372520.0
ISL,2020,SP.POP.TOTL,366463.0
ISR,2023,NY.GDP.MKTP.CD,513611100815.691
ISR,2022,NY.GDP.MKTP.CD,525000415276.678
ISR,2021,NY.GDP.MKTP.CD,489708278893.053
ISR,2020,NY.GDP.MKTP.CD,411728563086.632
ISR,2023,SP.POP.TOTL,9756600.0
ISR,2022,SP.POP.TOTL,9557500.0
ISR,2021,SP.POP.TOTL,9371400.0
ISR,2020,SP.POP.TOTL,9215100.0
ITA,2023,NY.GDP.MKTP.CD,2300941152991.81
ITA,2022,NY.GDP.MKTP.CD,2102995942720.44
ITA,2021,NY.GDP.MKTP.CD,2179207773596.09
ITA,2020,NY.GDP.MKTP.CD,1907481094079.23
ITA,2023,SP.POP.TOTL,58993475.0
ITA,2022,SP.POP.TOTL,59013667.0
ITA,2021,SP.POP.TOTL,59133173.0
ITA,2020,SP.POP.TOTL,59438851.0
JAM,2023,NY.GDP.MKTP.CD,19423355409.2316
JAM,2022,NY.GDP.MKTP.CD,17097760723.9201
JAM,2021,NY.GDP.MKTP.CD,14657586127.0331
JAM,2020,NY.GDP.MKTP.CD,13812421803.4084
JAM,2023,SP.POP.TOTL,2839786.0
JAM,2022,SP.POP.TOTL,2839144.0
JAM,2021,SP.POP.TOTL,2837682.0
JAM,2020,SP.POP.TOTL,2830739.0
JOR,2023,NY.GDP.MKTP.CD,50967475352.1127
JOR,2022,NY.GDP.MKTP.CD,48764963380.2817
JOR,2021,NY.GDP.MKTP.CD,46296100140.8451
JOR,2020,NY.GDP.MKTP.CD,43700383098.5916
JOR,2023,SP.POP.TOTL,11439213.0
JOR,2022,SP.POP.TOTL,11256263.0
JOR,2021,SP.POP.TOTL,11066356.0
JOR,2020,SP.POP.TOTL,10865228.0
JPN,2023,NY.GDP.MKTP.CD,4204494802431.55
JPN,2022,NY.GDP.MKTP.CD,4256410760723.75
JPN,2021,NY.GDP.MKTP.CD,5034620784584.98
JPN,2020,NY.GDP.MKTP.CD,5055587093501.59
JPN,2023,SP.POP.TOTL,124516650.0
JPN,2022,SP.POP.TOTL,125124989.0
JPN,2021,SP.POP.TOTL,125681593.0
JPN,2020,SP.POP.TOTL,126261000.0
KAZ,2023,NY.GDP.MKTP.CD,262641892078.524
KAZ,2022,NY.GDP.MKTP.CD,225496328925.494
KAZ,2021,NY.GDP.MKTP.CD,197112255360.612
KAZ,2020,NY.GDP.MKTP.CD,171082365861.423
KAZ,2023,SP.POP.TOTL,20330104.0
KAZ,2022,SP.POP.TOTL,20034609.0
KAZ,2021,SP.POP.TOTL,19743603.0
KAZ,2020,SP.POP.TOTL,19482117.0
KEN,2023,NY.GDP.MKTP.CD,108038588970.595
KEN,2022,NY.GDP.MKTP.CD,114448978152.637
KEN,2021,NY.GDP.MKTP.CD,109703658904.994
KEN,2020,NY.GDP.MKTP.CD,100657505750.545
KEN,2023,SP.POP.TOTL,55339003.0
KEN,2022,SP.POP.TOTL,54252461.0
KEN,2021,SP.POP.TOTL,53219166.0
KEN,2020,SP.POP.TOTL,52217334.0
KGZ,2023,NY.GDP.MKTP.CD,13987627908.8381
KGZ,2022,NY.GDP.MKTP.CD,12134931017.9465
KGZ,2021,NY.GDP.MKTP.CD,9249133946.26531
KGZ,2020,NY.GDP.MKTP.CD,8270468614.24051
KGZ,2023,SP.POP.TOTL,7099750.0
KGZ,2022,SP.POP.TOTL,6975219.5
KGZ,2021,SP.POP.TOTL,6851224.0
KGZ,2020,SP.POP.TOTL,6726595.5
KHM,2023,NY.GDP.MKTP.CD,42335646895.7984
KHM,2022,NY.GDP.MKTP.CD,39994532959.6074
KHM,2021,NY.GDP.MKTP.CD,36790163687.4421
KHM,2020,NY.GDP.MKTP.CD,34818073901.4851
KHM,2023,SP.POP.TOTL,17423880.0
KHM,2022,SP.POP.TOTL,17201724.0
KHM,2021,SP.POP.TOTL,16974305.0
KHM,2020,SP.POP.TOTL,16725474.0
KIR,2023,NY.GDP.MKTP.CD,279208903.337644
KIR,2022,NY.GDP.MKTP.CD,270841698.369345
KIR,2021,NY.GDP.MKTP.CD,289339292.157301
KIR,2020,NY.GDP.MKTP.CD,223123620.597516
KIR,2023,SP.POP.TOTL,132530.0
KIR,2022,SP.POP.TOTL,130469.0
KIR,2021,SP.POP.TOTL,128377.0
KIR,2020,SP.POP.TOTL,126099.0
KNA,2023,NY.GDP.MKTP.CD,1055499777.77778
KNA,2022,NY.GDP.MKTP.CD,981429629.62963
KNA,2021,NY.GDP.MKTP.CD,858622222.222222
KNA,2020,NY.GDP.MKTP.CD,883922222.222222
KNA,2023,SP.POP.TOTL,46758.0
KNA,2022,SP.POP.TOTL,46709.0
KNA,2021,SP.POP.TOTL,46763.0
KNA,2020,SP.POP.TOTL,46870.0
KOR,2023,NY.GDP.MKTP.CD,1712792854202.37
KOR,2022,NY.GDP.MKTP.CD,1673916511799.71
KOR,2021,NY.GDP.MKTP.CD,1818432106880.04
KOR,2020,NY.GDP.MKTP.CD,1644312831906.17
KOR,2023,SP.POP.TOTL,51712619.0
KOR,2022,SP.POP.TOTL,51672569.0
KOR,2021,SP.POP.TOTL,51769539.0
KOR,2020,SP.POP.TOTL,51836239.0
KWT,2023,NY.GDP.MKTP.CD,163704878875.85
KWT,2022,NY.GDP.MKTP.CD,183940215065.171
KWT,2021,NY.GDP.MKTP.CD,148459291453.471
KWT,2020,NY.GDP.MKTP.CD,111045470461.207
KWT,2023,SP.POP.TOTL,4853420.0
KWT,2022,SP.POP.TOTL,4589643.0
KWT,2021,SP.POP.TOTL,4360865.0
KWT,2020,SP.POP.TOTL,4400267.0
LAO,2023,NY.GDP.MKTP.CD,15843155731.2552
LAO,2022,NY.GDP.MKTP.CD,15468785203.7532
LAO,2021,NY.GDP.MKTP.CD,18827148530.9347
LAO,2020,NY.GDP.MKTP.CD,18981805250.2424
LAO,2023,SP.POP.TOTL,7664993.0
LAO,2022,SP.POP.TOTL,7559007.0
LAO,2021,SP.POP.TOTL,7453194.0
LAO,2020,SP.POP.TOTL,7346533.0
LBN,2022,NY.GDP.MKTP.CD,20992421948.8081
LBN,2021,NY.GDP.MKTP.CD,23131941556.7843
LBN,2020,NY.GDP.MKTP.CD,31712128253.7961
LBN,2023,SP.POP.TOTL,5773493.0
LBN,2022,SP.POP.TOTL,5744489.0
LBN,2021,SP.POP.TOTL,5718122.0
LBN,2020,SP.POP.TOTL,5702398.0
LBR,2023,NY.GDP.MKTP.CD,4240000000.0
LBR,2022,NY.GDP.MKTP.CD,4001047000.0
LBR,2021,NY.GDP.MKTP.CD,3513049500.0
LBR,2020,NY.GDP.MKTP.CD,3176126300.0
LBR,2023,SP.POP.TOTL,5493031.0
LBR,2022,SP.POP.TOTL,5373294.0
LBR,2021,SP.POP.TOTL,5259323.0
LBR,2020,SP.POP.TOTL,5149463.0
LBY,2023,NY.GDP.MKTP.CD,45096462972.4014
LBY,2022,NY.GDP.MKTP.CD,43246297921.8499
LBY,2021,NY.GDP.MKTP.CD,35217995647.2862
LBY,2020,NY.GDP.MKTP.CD,46854285440.642
LBY,2023,SP.POP.TOTL,7305659.0
LBY,2022,SP.POP.TOTL,7223805.0
LBY,2021,SP.POP.TOTL,7135175.0
LBY,2020,SP.POP.TOTL,7045399.0
LCA,2023,NY.GDP.MKTP.CD,2430148148.14815
LCA,2022,NY.GDP.MKTP.CD,2342703703.7037
LCA,2021,NY.GDP.MKTP.CD,1867185185.18518
LCA,2020,NY.GDP.MKTP.CD,1499296296.2963
LCA,2023,SP.POP.TOTL,179285.0
LCA,2022,SP.POP.TOTL,178781.0
LCA,2021,SP.POP.TOTL,178522.0
LCA,2020,SP.POP.TOTL,178250.0
LIE,2022,NY.GDP.MKTP.CD,7361504432.19331
LIE,2021,NY.GDP.MKTP.CD,7710380085.92257
LIE,2020,NY.GDP.MKTP.CD,6405870210.32293
LIE,2023,SP.POP.TOTL,39850.0
LIE,2022,SP.POP.TOTL,39493.0
LIE,2021,SP.POP.TOTL,39182.0
LIE,2020,SP.POP.TOTL,38901.0
LKA,2023,NY.GDP.MKTP.CD,84356863743.6335
LKA,2022,NY.GDP.MKTP.CD,74144870023.4244
LKA,2021,NY.GDP.MKTP.CD,88609324901.9774
LKA,2020,NY.GDP.MKTP.CD,84304298770.5329
LKA,2023,SP.POP.TOTL,22037000.0
LKA,2022,SP.POP.TOTL,22181000.0
LKA,2021,SP.POP.TOTL,22156000.0
LKA,2020,SP.POP.TOTL,21919000.0
LSO,2023,NY.GDP.MKTP.CD,2117962450.79469
LSO,2022,NY.GDP.MKTP.CD,2354683088.71995
LSO,2021,NY.GDP.MKTP.CD,2412130056.55851
LSO,2020,NY.GDP.MKTP.CD,2053699870.07191
LSO,2023,SP.POP.TOTL,2311472.0
LSO,2022,SP.POP.TOTL,2286110.0
LSO,2021,SP.POP.TOTL,2261542.0
LSO,2020,SP.POP.TOTL,2235727.0
LTU,2023,NY.GDP.MKTP.CD,79789877416.1681
LTU,2022,NY.GDP.MKTP.CD,71033884499.7824
LTU,2021,NY.GDP.MKTP.CD,67037321008.9679
LTU,2020,NY.GDP.MKTP.CD,57412038533.2718
LTU,2023,SP.POP.TOTL,2871585.0
LTU,2022,SP.POP.TOTL,2831639.0
LTU,2021,SP.POP.TOTL,2800839.0
LTU,2020,SP.POP.TOTL,2794885.0
LUX,2023,NY.GDP.MKTP.CD,85755006123.5976
LUX,2022,NY.GDP.MKTP.CD,81641807865.7591
LUX,2021,NY.GDP.MKTP.CD,85584105993.8746
LUX,2020,NY.GDP.MKTP.CD,73699366700.2134
LUX,2023,SP.POP.TOTL,666430.0
LUX,2022,SP.POP.TOTL,653103.0
LUX,2021,SP.POP.TOTL,640064.0
LUX,2020,SP.POP.TOTL,630419.0
LVA,2023,NY.GDP.MKTP.CD,42247850064.5125
LVA,2022,NY.GDP.MKTP.CD,38018905782.397
LVA,2021,NY.GDP.MKTP.CD,38185125732.9451
LVA,2020,NY.GDP.MKTP.CD,33379927434.6149
LVA,2023,SP.POP.TOTL,1877445.0
LVA,2022,SP.POP.TOTL,1879383.0
LVA,2021,SP.POP.TOTL,1884490.0
LVA,2020,SP.POP.TOTL,1900449.0
MAC,2023,NY.GDP.MKTP.CD,45803067940.4072
MAC,2022,NY.GDP.MKTP.CD,24999113475.8368
MAC,2021,NY.GDP.MKTP.CD,30969334705.0515
MAC,2020,NY.GDP.MKTP.CD,25343525935.8358
MAC,2023,SP.POP.TOTL,678800.0
MAC,2022,SP.POP.TOTL,677300.0
MAC,2021,SP.POP.TOTL,682500.0
MAC,2020,SP.POP.TOTL,685400.0
MAF,2021,NY.GDP.MKTP.CD,649206262.847519
MAF,2023,SP.POP.TOTL,27515.0
MAF,2022,SP.POP.TOTL,28870.0
MAF,2021,SP.POP.TOTL,29961.0
MAF,2020,SP.POP.TOTL,31786.0
MAR,2023,NY.GDP.MKTP.CD,144417103249.646
MAR,2022,NY.GDP.MKTP.CD,130951926351.241
MAR,2021,NY.GDP.MKTP.CD,142022058447.231
MAR,2020,NY.GDP.MKTP.CD,121353645057.144
MAR,2023,SP.POP.TOTL,37712505.0
MAR,2022,SP.POP.TOTL,37329064.0
MAR,2021,SP.POP.TOTL,36954442.0
MAR,2020,SP.POP.TOTL,36584208.0
MCO,2023,NY.GDP.MKTP.CD,9995350547.12166
MCO,2022,NY.GDP.MKTP.CD,8800430486.17137
MCO,2021,NY.GDP.MKTP.CD,8623242743.29564
MCO,2020,NY.GDP.MKTP.CD,6730736282.78961
MCO,2023,SP.POP.TOTL,38956.0
MCO,2022,SP.POP.TOTL,38931.0
MCO,2021,SP.POP.TOTL,38527.0
MCO,2020,SP.POP.TOTL,38050.0
MDA,2023,NY.GDP.MKTP.CD,16539436547.295
MDA,2022,NY.GDP.MKTP.CD,14510490660.2516
MDA,2021,NY.GDP.MKTP.CD,13691869264.0794
MDA,2020,NY.GDP.MKTP.CD,11530746234.4492
MDA,2023,SP.POP.TOTL,2457783.0
MDA,2022,SP.POP.TOTL,2528654.0
MDA,2021,SP.POP.TOTL,2595809.0
MDA,2020,SP.POP.TOTL,2635130.0
MDG,2023,NY.GDP.MKTP.CD,15790113246.7478
MDG,2022,NY.GDP.MKTP.CD,15134700203.0497
MDG,2021,NY.GDP.MKTP.CD,14554754116.5427
MDG,2020,NY.GDP.MKTP.CD,13051441203.9474
MDG,2023,SP.POP.TOTL,31195932.0
MDG,2022,SP.POP.TOTL,30437261.0
MDG,2021,SP.POP.TOTL,29691083.0
MDG,2020,SP.POP.TOTL,28953556.0
MDV,2023,NY.GDP.MKTP.CD,6590894301.9579
MDV,2022,NY.GDP.MKTP.CD,6177118113.94637
MDV,2021,NY.GDP.MKTP.CD,5252457369.55218
MDV,2020,NY.GDP.MKTP.CD,3712604583.36665
MDV,2023,SP.POP.TOTL,525994.0
MDV,2022,SP.POP.TOTL,524106.0
MDV,2021,SP.POP.TOTL,516154.0
MDV,2020,SP.POP.TOTL,502118.0
MEX,2023,NY.GDP.MKTP.CD,1789114434843.46
MEX,2022,NY.GDP.MKTP.CD,1464312692331.58
MEX,2021,NY.GDP.MKTP.CD,1316569466932.59
MEX,2020,NY.GDP.MKTP.CD,1121064767261.88
MEX,2023,SP.POP.TOTL,129739759.0
MEX,2022,SP.POP.TOTL,128613117.0
MEX,2021,SP.POP.TOTL,127648148.0
MEX,2020,SP.POP.TOTL,126799054.0
MHL,2023,NY.GDP.MKTP.CD,259300000.0
MHL,2022,NY.GDP.MKTP.CD,253400000.0
MHL,2021,NY.GDP.MKTP.CD,258900000.0
MHL,2020,NY.GDP.MKTP.CD,241800000.0
MHL,2023,SP.POP.TOTL,38827.0
MHL,2022,SP.POP.TOTL,40077.0
MHL,2021,SP.POP.TOTL,41367.0
MHL,2020,SP.POP.TOTL,42706.0
MKD,2023,NY.GDP.MKTP.CD,15763621848.115
MKD,2022,NY.GDP.MKTP.CD,13932436550.0883
MKD,2021,NY.GDP.MKTP.CD,14000283827.0154
MKD,2020,NY.GDP.MKTP.CD,12361036913.8409
MKD,2023,SP.POP.TOTL,1827816.0
MKD,2022,SP.POP.TOTL,1831712.0
MKD,2021,SP.POP.TOTL,1837114.0
MKD,2020,SP.POP.TOTL,1856124.0
MLI,2023,NY.GDP.MKTP.CD,20661794596.0873
MLI,2022,NY.GDP.MKTP.CD,18780322203.7584
MLI,2021,NY.GDP.MKTP.CD,19309463508.0377
MLI,2020,NY.GDP.MKTP.CD,17465392764.3706
MLI,2023,SP.POP.TOTL,23769127.0
MLI,2022,SP.POP.TOTL,23072640.0
MLI,2021,SP.POP.TOTL,22388630.0
MLI,2020,SP.POP.TOTL,21713836.0
MLT,2023,NY.GDP.MKTP.CD,22328640241.5553
MLT,2022,NY.GDP.MKTP.CD,19209979975.2323
MLT,2021,NY.GDP.MKTP.CD,19718565605.433
MLT,2020,NY.GDP.MKTP.CD,16385919535.6742
MLT,2023,SP.POP.TOTL,552747.0
MLT,2022,SP.POP.TOTL,531511.0
MLT,2021,SP.POP.TOTL,518536.0
MLT,2020,SP.POP.TOTL,515332.0
MMR,2023,NY.GDP.MKTP.CD,66757619000.0
MMR,2022,NY.GDP.MKTP.CD,62253049891.6449
MMR,2021,NY.GDP.MKTP.CD,66345291160.1683
MMR,2020,NY.GDP.MKTP.CD,79006113643.1906
MMR,2023,SP.POP.TOTL,54133798.0
MMR,2022,SP.POP.TOTL,53756787.0
MMR,2021,SP.POP.TOTL,53387102.0
MMR,2020,SP.POP.TOTL,53016522.0
MNE,2023,NY.GDP.MKTP.CD,7530593375.22034
MNE,2022,NY.GDP.MKTP.CD,6229801580.79157
MNE,2021,NY.GDP.MKTP.CD,5861427505.12493
MNE,2020,NY.GDP.MKTP.CD,4769996866.00758
MNE,2023,SP.POP.TOTL,616177.0
MNE,2022,SP.POP.TOTL,617213.0
MNE,2021,SP.POP.TOTL,619211.0
MNE,2020,SP.POP.TOTL,621306.0
MNG,2023,NY.GDP.MKTP.CD,20325121393.9074
MNG,2022,NY.GDP.MKTP.CD,17146471713.748
MNG,2021,NY.GDP.MKTP.CD,15286441737.6686
MNG,2020,NY.GDP.MKTP.CD,13312981429.0891
